cod_setor,pop,renda_mensal_total
330040705060021,129,49706
330040705060022,4,X
330040705060023,103,45438
330040705060024,116,108995
330040705060025,216,369399
330040705060026,162,64080
330040705060029,164,89076
330040705060031,217,139230
330040705060032,252,167273
330040705060033,68,32861
330040705060034,194,130058
330040705060035,181,78543
330040705060036,133,72997
330040705060037,349,144285
330040705060038,527,213032
330040705060039,152,63730
330040705060040,16,X
330040705060041,14,X
330040705060043,15,9702
330040705060045,283,87340
330040705060046,72,26416
330040705060047,83,16564
330040705070001,628,297680
330040705070002,21,9292
330040705070003,432,173378
330040705070004,748,314898
330040705070005,488,264125
330040705070006,700,346692
330040705070007,403,109543
330040705070008,931,347196
330040705070009,992,451310
330040705070010,63,16975
330040705070011,527,277607
330040705070013,165,49930
330040705070014,4,X
330040705070015,922,342886
330040705070016,819,285168
330040705070018,65,32820
330040705070019,341,125167
330040705070020,76,18782
330040705070021,251,X
330040705070022,81,111595
330040705070023,639,287909
330040705070024,411,156029
330040705070025,764,369786
330040705070026,321,165440
330040705070027,85,53989
330040705070028,7,X
330040705070029,4,X
330040705070030,25,5272
330040705080001,428,285052
330040705080002,7,X
330040705080003,81,X
330040705080004,660,476391
330040705080005,366,220875
330040705080006,687,352233
330040705080007,348,159462
330040705080008,589,298560
330040705080009,769,271530
330040705080010,497,248368
330040705080011,995,575359
330040705080012,689,306515
330040705080013,265,123500
330040705080014,338,110498
330040705080015,668,382764
330040705080016,461,278836
330040705080017,505,265309
330040705080018,95,X
330040705080019,674,282279
330040705080020,610,202993
330040705080021,130,70007
330040705080023,16,X
330040705090001,131,51903
330040705090002,1166,524142
330040705090003,108,52635
330040705090004,533,231563
330040705090005,311,144085
330040705090006,413,178981
330040705090007,214,83040
330040705090008,398,171608
330040705090009,323,154947
330040705090010,317,X
330040705090011,521,287498
330040705090012,221,X
330040705090013,50,25274
330040705090014,19,X
330040705090015,42,19380
330040705090016,1089,497694
330040705090017,312,129911
330040705090018,26,6770
330040705090019,453,167943
330040705090020,337,110047
330040705090021,589,306270
330040705090022,246,95143
330040705090023,555,236388
330040705090024,315,127950
330040705090025,6,X
330040705100001,607,444101
330040705100002,764,365277
330040705100003,668,433111
330040705100004,396,183362
330040705100005,119,94462
330040705100006,236,132579
330040705100007,157,82706
330040705100008,9,X
330040705100009,582,280546
330040705100010,15,X
330040705100012,30,X
330040705100013,275,102674
330040705100014,93,56100
330040705100015,500,266121
330040705100016,261,189140
330040705100017,338,168657
330040705100018,348,170331
330040705100019,52,20995
330040705100020,77,53663
330040705100021,299,175897
330040705100022,35,14740
330040705100023,351,223706
330040705100024,812,312692
330040705100025,1024,494600
330040705100026,525,206450
330040705100027,780,390492
330040705100028,272,X
330040705110001,17,10050
330040705110002,295,173780
330040705110003,788,435085
330040705110004,408,116321
330040705110005,446,174592
330040705110006,800,372857
330040705110007,737,404949
330040705110008,51,18490
330040705110009,643,250106
330040705110010,1087,456579
330040705110011,520,311443
330040705110012,561,275321
330040705110013,532,226332
330040705110014,204,125576
330040705110015,799,356731
330040705110016,188,103073
330040705110017,21,6860
330040705110018,218,54132
330040705110019,52,23127
330040705120001,1026,459347
330040705120002,149,55687
330040705120003,558,139892
330040705120004,357,154942
330040705120005,641,202842
330040705120006,638,157013
330040705120008,805,228716
330040705120009,167,34401
330040705120010,303,90652
330040705120011,89,27090
330040705130001,1023,791144
330040705130002,710,318715
330040705130003,410,355129
330040705130004,565,430698
330040705130005,613,301307
330040705130006,554,288590
330040705130007,255,116445
330040705130008,819,1001705
330040705130009,239,155277
330040705130010,614,408506
330040705130011,1134,517486
330040705130012,424,311482
330040705130013,501,223403
330040705130014,473,223748
330040705130015,713,369690
330040705130016,455,315271
330040705130017,420,193444
330040705130019,48,42858
330040705130020,394,269777
330040705130021,796,386743
330040705130023,58,30902
330040705130024,189,89878
330040705130025,228,254876
330040705130026,455,393607
330040705130027,222,187016
330040705130028,342,220666
330040705140001,522,250910
330040705140002,561,X
330040705140003,609,372160
330040705140004,634,636250
330040705140005,232,161414
330040705140006,746,356562
330040705140007,694,364377
330040705140008,517,260232
330040705140009,404,170765
330040705140010,367,167762
330040705140011,723,449639
330040705140012,307,125279
330040705140014,423,363504
330040705140015,574,X
330040705140016,760,451802
330040705140017,576,330570
330040705140018,664,348521
330040705140021,52,X
330040705140022,4,X
330040709000001,116,55728
330040709000002,535,176458
330040715000001,583,431364
330040715000002,546,223847
330040715000003,220,99056
330040715000004,51,33345
330040715000005,123,64150
330040715000006,81,24694
330040715000007,58,23470
330040720000001,1125,413151
330040720000002,259,109397
330040720000003,116,53222
330040730000001,844,360916
330040730000002,72,27670
330040740000001,1241,534736
330040740000002,63,20729
330045605010001,207,174063
330045605010002,266,211599
330045605010003,430,194388
330045605010004,287,122571
330045605010005,537,244408
330045605010006,499,497131
330045605010007,739,353354
330045605010008,527,329751
330045605010009,262,150376
330045605010010,726,423734
330045605010011,627,324608
330045605010012,679,340496
330045605010013,516,343381
330045605010014,553,321358
330045605010015,542,282614
330045605010016,747,462994
330045605010017,483,287629
330045605010018,631,368275
330045605010019,696,325360
330045605010020,654,349635
330045605010021,441,269653
330045605010022,664,342332
330045605010023,457,204836
330045605010024,501,265041
330045605010025,651,406689
330045605010026,696,312055
330045605010027,489,197679
330045605010028,400,188492
330045605010029,363,219121
330045605010030,778,325272
330045605010031,863,430487
330045605010032,706,318107
330045605010033,495,310048
330045605010034,542,336290
330045605010035,607,332581
330045605010036,666,259718
330045605010037,495,225990
330045605010038,557,333781
330045605010039,398,215907
330045605010040,395,193650
330045605010041,769,393371
330045605010042,706,335122
330045605010043,788,375417
330045605010044,739,465140
330045605010045,583,443209
330045605010046,656,252130
330045605010047,654,210626
330045605010048,615,297289
330045605010049,781,280250
330045605010050,731,257473
330045605010051,523,236192
330045605010052,655,337917
330045605010053,450,183099
330045605010054,718,412057
330045605010055,459,189184
330045605010056,598,354231
330045605010057,354,140117
330045605010058,167,52766
330045605010059,871,396490
330045605010060,298,118127
330045605010061,348,166613
330045605010062,602,218721
330045605010063,475,173475
330045605010064,521,226046
330045605010065,568,277255
330045605010066,857,279408
330045605010067,729,249913
330045605010068,732,350004
330045605010069,458,241035
330045605010070,494,204716
330045605010071,673,323901
330045605010072,748,278759
330045605010073,778,296675
330045605010074,1022,440900
330045605010075,525,258769
330045605010076,369,200598
330045605010077,441,189689
330045605010078,475,292947
330045605010079,443,211628
330045605010080,378,234593
330045605010081,543,233073
330045605010082,351,183650
330045605010083,428,271998
330045605010084,830,452528
330045605010085,593,294252
330045605010086,355,155918
330045605010087,616,335207
330045605010088,603,190505
330045605010089,506,197911
330045605010090,409,180265
330045605010091,876,393223
330045605010092,722,235189
330045605010093,393,205419
330045605010094,512,315933
330045605010095,934,409989
330045605010096,1082,357190
330045605010097,544,318521
330045605010098,1131,296630
330045605010099,718,304879
330045605010100,761,299770
330045605010101,358,94399
330045605010102,739,279967
330045605010103,732,302454
330045605010104,811,346137
330045605010105,702,292596
330045605010106,761,276030
330045605010107,558,333240
330045605010108,509,261541
330045605010109,610,290174
330045605010110,648,297755
330045605010111,804,310935
330045605010112,715,281510
330045605010113,725,325376
330045605010114,352,120172
330045605010115,706,272096
330045605010116,578,268791
330045605010117,763,329663
330045605010118,797,371747
330045605010119,764,287880
330045605010120,876,250520
330045605010121,713,229984
330045605010122,697,361011
330045605010123,744,388275
330045605010124,637,330458
330045605010125,461,249337
330045605010126,669,404578
330045605010127,359,148038
330045605010128,390,219817
330045605010129,558,318875
330045605010130,730,252236
330045605010131,689,354123
330045605010132,376,193797
330045605010133,595,327132
330045605010134,540,314466
330045605010135,610,321084
330045605010136,433,205188
330045605010137,426,208302
330045605010138,585,331143
330045605010139,427,214653
330045605010140,464,245181
330045605010141,451,282396
330045605010142,513,236160
330045605010143,526,285480
330045605010144,493,150626
330045605010145,449,154653
330045605010146,279,207479
330045605010147,323,199979
330045605010148,331,172555
330045605010149,646,333931
330045605010150,490,276284
330045605010151,726,255383
330045605010152,287,100259
330045605010153,325,93434
330045605010154,695,255123
330045605010155,467,314272
330045605010156,465,300340
330045605010157,518,262158
330045605010158,547,270208
330045605010159,352,136157
330045605010160,793,309399
330045605010161,537,176440
330045605010162,520,184167
330045605010163,344,151573
330045605010164,877,303968
330045605010165,792,468579
330045605010166,624,199224
330045605010167,264,71448
330045605010168,820,412828
330045605010169,556,280441
330045605010170,645,304572
330045605010171,788,417952
330045605010172,579,306679
330045605010173,456,216585
330045605010174,386,221147
330045605010175,535,279252
330045605010176,579,221221
330045605010177,703,450374
330045605010178,551,294489
330045605010179,908,544005
330045605010180,793,411013
330045605010181,581,283342
330045605010182,598,292678
330045605010183,660,238437
330045605010184,902,639504
330045605010185,62,33579
330045605010186,380,165853
330045605010187,744,252683
330045605010188,584,280039
330045605010189,1615,604732
330045605010190,452,241884
330045605010191,544,299934
330045605020001,892,340469
330045605020002,1182,459566
330045605020003,513,188618
330045605020004,413,135640
330045605020005,863,323553
330045605020006,405,142322
330045605020007,408,171957
330045605020008,754,255045
330045605020009,392,105980
330045605020010,407,110299
330045605020011,540,192843
330045605020012,748,248941
330045605020013,1018,320999
330045605020014,1321,384099
330045605020015,660,165347
330045605020016,830,194725
330045605020017,1153,327910
330045605020018,986,316999
330045605020019,691,284537
330045605020020,648,313630
330045605020021,740,217141
330045605020022,672,191166
330045605020023,639,181307
330045605020024,794,211117
330045605020025,706,223781
330045605020026,1059,452885
330045605020027,1467,346237
330045605020028,809,220110
330045605020029,1223,219156
330045605020030,474,203980
