cod_setor,pop,renda_mensal_total
330455705080079,661,1119509
330455705080080,699,1141602
330455705080081,431,769186
330455705080082,629,1039236
330455705080083,527,786323
330455705080084,771,1096253
330455705080085,594,829254
330455705080086,335,76158
330455705080087,543,143355
330455705080088,596,160907
330455705080089,436,268353
330455705080090,731,398324
330455705080091,846,409118
330455705080092,607,409218
330455705080093,980,646785
330455705080094,262,200430
330455705080095,637,950808
330455705080096,403,940277
330455705080097,463,266861
330455705080101,NA,0
330455705080102,390,161238
330455705080103,534,212505
330455705080104,414,146160
330455705080105,1074,461031
330455705080106,435,212577
330455705080107,230,63067
330455705080108,104,53554
330455705080109,268,103768
330455705080110,296,263557
330455705080111,340,194017
330455705080112,776,274462
330455705080113,934,497634
330455705080114,802,377208
330455705080115,463,467520
330455705080116,435,345613
330455705080117,598,334042
330455705080118,234,139538
330455705080119,328,335807
330455705080120,633,594219
330455705080121,529,399670
330455705080122,623,584902
330455705080123,751,943383
330455705080124,406,453488
330455705080125,331,568815
330455705080126,613,1046065
330455705080127,824,1063139
330455705080128,269,128848
330455705080129,317,131855
330455705080130,967,354093
330455705080131,852,584466
330455705080132,595,1302099
330455705080133,384,689100
330455705080135,484,354150
330455705080136,434,1171644
330455705080137,554,242387
330455705080138,80,53950
330455705080139,354,233828
330455705080140,420,263205
330455705080141,217,93430
330455705080142,161,172520
330455705080143,152,67681
330455705080144,418,199029
330455705080145,354,168319
330455705080146,97,37210
330455705080147,350,119797
330455705080148,372,115808
330455705080149,157,149003
330455705080150,484,345636
330455705080151,87,37027
330455705090001,377,1109921
330455705090002,712,2155139
330455705090003,706,3474690
330455705090004,528,1830650
330455705090005,379,1573252
330455705090006,385,1338930
330455705090007,491,1947671
330455705090008,532,1943012
330455705090009,1175,3056347
330455705090010,523,2306448
330455705090011,708,1828734
330455705090012,244,169119
330455705090013,817,3767679
330455705090014,674,2495148
330455705090015,440,1542266
330455705090016,417,1661922
330455705090017,233,788994
330455705090018,267,774696
330455705090019,285,829108
330455705090020,870,2446229
330455705090021,488,2806708
330455705090022,627,1596266
330455705090023,465,1367546
330455705090024,419,1119626
330455705090025,742,3107001
330455705090026,499,2476616
330455705090027,448,1152908
330455705090028,585,1647546
330455705090029,659,882587
330455705090030,642,2399685
330455705090031,614,345196
330455705090032,126,92614
330455705090034,828,798130
330455705090035,375,231988
330455705090036,220,709928
330455705090037,486,1331836
330455705090038,436,1460334
330455705090039,446,1540154
330455705090040,603,1847439
330455705090041,481,1152214
330455705090042,420,1132635
330455705090043,510,1336063
330455705090044,788,3300024
330455705090045,592,2293946
330455705090046,462,1120102
330455705090047,454,1119236
330455705090048,228,416761
330455705090049,573,1464658
330455705090050,554,1585134
330455705090051,551,1224399
330455705090052,495,1019727
330455705090053,417,1477697
330455705090054,490,1940258
330455705090055,499,1070464
330455705090056,655,2791882
330455705090057,352,1441478
330455705090058,639,1615056
330455705090059,981,3602827
330455705090060,344,652984
330455705090061,419,1178871
330455705090062,354,920623
330455705090063,398,1143217
330455705090064,671,1392237
330455705090065,704,3101097
330455705090066,573,1979479
330455705090067,571,1614205
330455705090068,578,1585618
330455705090069,465,1710152
330455705090070,604,2389708
330455705090071,551,1799545
330455705090072,678,2739803
330455705090073,446,1339872
330455705090074,564,990187
330455705090075,365,1167993
330455705090076,517,1770108
330455705090077,408,1098493
330455705090078,442,1654141
330455705090079,470,1618043
330455705090080,369,1096870
330455705090081,544,2033122
330455705090082,807,3642909
330455705090083,685,2589260
330455705090084,781,2861406
330455705090085,467,1438757
330455705090086,549,2167867
330455705090087,471,1580121
330455705090088,391,935388
330455705090089,567,2367015
330455705090090,301,766857
330455705090091,390,1014742
330455705090092,377,996072
330455705090093,490,1284423
330455705090094,315,1049733
330455705090095,667,2833285
330455705090096,570,1395832
330455705090097,331,558696
330455705090098,356,646482
330455705090099,574,1709605
330455705090100,545,1657844
330455705090101,534,1569536
330455705090102,404,1315954
330455705090103,398,1056739
330455705090104,648,2579813
330455705090105,487,1505364
330455705090106,601,2294554
330455705090107,618,1914778
330455705090108,509,1697998
330455705090109,531,2720243
330455705090110,273,1004793
330455705090111,889,3105169
330455705090112,275,664669
330455705090113,721,3433893
330455705090114,838,3589962
330455705090115,1001,2145730
330455705090116,414,1954093
330455705090117,666,337604
330455705090118,842,341241
330455705090119,926,382332
330455705090120,1043,521578
330455705090121,431,113822
330455705090122,778,1856909
330455705090123,648,757691
330455705090124,475,1728695
330455705090125,311,761293
330455705090126,685,2504303
330455705090127,545,2436263
330455705090129,45,133870
330455705090130,562,1212593
330455705090131,608,2571670
330455705090132,366,972159
330455705090133,427,1357717
330455705090134,524,1578145
330455705090135,458,1637005
330455705090136,618,1120439
330455705090137,452,601608
330455705090138,442,514895
330455705090139,219,226881
330455705090140,174,242262
330455705090141,360,567974
330455705090142,564,1582778
330455705090143,467,954674
330455705090144,318,885134
330455705090145,373,1414148
330455705090146,226,556596
330455705090147,542,1691489
330455705090148,434,2052350
330455705090149,386,1216215
330455705090150,693,2309361
330455705090151,523,2143422
330455705090152,331,1058409
330455705090153,330,1005068
330455705090154,595,2458140
330455705090155,570,2625240
330455705090156,479,1709479
330455705090157,306,1920808
330455705090158,389,1246508
330455705090159,730,2294504
330455705090160,401,1340421
330455705090161,463,1346223
330455705090162,574,2213178
330455705090163,632,2276891
330455705090164,608,1778461
330455705090165,434,1286289
330455705090166,466,1848532
330455705090167,276,793744
330455705090168,704,3412910
330455705090169,389,1155921
330455705090170,113,324830
330455705090171,359,1161076
330455705090172,488,1727082
330455705090173,640,2310937
330455705090174,495,1273411
330455705090175,373,1617601
330455705090176,461,1388480
330455705090177,309,196228
330455705090178,392,1599227
330455705090179,661,2613474
330455705090180,504,2575373
330455705090181,264,1630443
330455705090182,637,3779999
330455705090183,499,2303681
330455705090184,368,1914290
330455705090185,346,1335721
330455705090186,525,2495998
330455705090187,587,3724681
330455705090188,410,2296611
330455705090189,547,3005712
330455705090190,497,2621907
330455705090191,362,1299855
330455705090192,679,2342212
330455705090193,548,1668299
330455705090194,574,1559772
330455705090195,333,901052
330455705090196,221,592638
330455705090197,428,1536001
330455705090198,401,1079309
330455705090199,438,1412386
330455705090200,499,1615611
330455705090201,657,1799188
330455705090202,508,1553310
330455705090203,398,1229935
330455705090204,561,1895816
330455705090205,381,920372
330455705090206,492,1846727
330455705090207,480,1899004
330455705090208,321,1348933
330455705090209,516,2011805
330455705090210,608,2837506
330455705090211,467,1561146
330455705090212,337,968775
330455705090213,410,1543024
330455705090214,468,1801632
330455705090215,696,3331760
330455705090216,649,2843797
330455705090217,389,2326546
330455705090218,673,3174422
330455705090219,455,1557115
330455705090220,366,1571110
330455705090221,532,1985456
330455705090222,502,1479681
330455705090223,432,2005914
330455705090224,505,1670616
330455705090225,312,869608
330455705090226,559,266440
330455705090227,624,273455
330455705090228,491,1482361
330455705090229,710,1833601
330455705090230,371,1257280
330455705090231,569,1585041
330455705090232,426,1354244
330455705090233,324,984031
330455705090234,279,996019
330455705090235,559,2288035
330455705090236,216,1054793
330455705090237,431,1274935
330455705090238,284,771883
330455705090239,347,1101540
330455705090240,489,1208635
330455705090241,553,1821715
330455705090242,878,3161901
330455705090243,209,636865
330455705090244,512,1892512
330455705090245,402,1484224
330455705090246,190,535657
330455705090247,433,1508395
330455705090248,427,1985100
330455705090249,225,565813
330455705090250,440,1617128
330455705090251,243,673009
330455705090252,564,2972874
330455705090253,424,1246346
330455705090254,404,1633761
330455705090255,419,1206663
330455705090256,511,1709410
330455705090257,577,2351724
330455705090258,393,1240470
330455705090259,713,2748645
330455705090260,544,1730059
330455705090261,352,897585
330455705090262,494,1540078
330455705090263,634,2145301
330455705090264,367,1084519
330455705090265,356,993976
330455705090266,334,1183534
330455705090267,466,1331880
330455705090268,438,1341969
330455705090269,418,1249263
330455705090270,494,1457537
330455705090271,329,975536
330455705090272,425,1157887
330455705090273,475,1456199
330455705090274,449,1147445
330455705090275,468,1031833
330455705090276,402,1211613
330455705090277,471,2257234
330455705090278,472,2230100
330455705090279,533,1768541
330455705090280,253,761525
330455705090281,254,965380
330455705090282,404,1336079
330455705090283,436,1383811
330455705090284,417,650240
330455705090285,724,1480731
330455705090286,494,1406988
330455705090287,354,923712
330455705090288,173,538496
330455705090289,330,888829
330455705090290,292,567997
330455705090291,384,752035
330455705090292,538,1311700
330455705090293,384,576630
330455705090294,502,1356277
330455705090295,248,707850
330455705090296,304,752232
330455705090297,609,1425309
330455705090298,293,578978
330455705090299,468,1144758
330455705090300,642,1457822
330455705090301,581,761607
330455705090302,369,741684
330455705090303,484,620514
330455705090304,316,404605
330455705090305,515,317924
330455705090306,780,642539
330455705090307,637,950631
330455705090308,257,576328
330455705090309,528,696088
330455705090310,404,568636
330455705090311,438,742147
330455705090312,239,608530
330455705090313,359,739696
330455705090314,384,775276
330455705090315,306,1031637
330455705090316,400,1004053
330455705090317,420,1331180
330455705090318,395,1994727
330455705090319,407,1352478
330455705090320,240,636002
330455705090321,372,972731
330455705090323,515,1085035
330455705090324,556,1579027
330455705090325,584,1925105
330455705090326,295,729843
330455705090327,802,2051138
330455705090328,915,2357118
330455705090329,400,458685
330455705090330,462,679348
330455705090331,368,862463
330455705090332,672,1663890
330455705090333,436,1105374
330455705090334,324,884416
330455705090335,682,1483772
330455705090336,491,1401689
330455705090337,461,1061095
330455705090338,461,944691
330455705090339,441,1447787
330455705090340,394,1165864
330455705090341,422,1074945
330455705090342,580,1684586
330455705090343,547,1528435
330455705090344,446,1301916
330455705090345,328,829612
330455705090346,343,901911
330455705090347,378,807990
330455705090349,1099,552463
330455705090350,296,501978
330455705090351,189,449324
330455705090352,323,747540
330455705090353,337,1070295
330455705090354,360,865266
330455705090355,630,2149424
330455705090356,507,1392058
330455705090357,537,1676787
330455705090358,641,2598381
330455705090359,604,2307141
330455705090360,442,1295894
330455705090361,251,637457
330455705090362,542,1875141
330455705090363,651,2090892
330455705090364,520,2034024
330455705090365,681,2836403
330455705090366,575,2174480
330455705090367,698,2858065
330455705090368,461,1764253
330455705090369,405,1736608
330455705090370,357,1402410
330455705090371,450,1491908
330455705090372,570,1510086
330455705090373,369,1151739
330455705090374,705,1980197
330455705090375,338,747416
330455705090376,597,1739830
330455705090377,461,1368788
330455705090378,887,2834463
330455705090379,483,1663320
330455705090380,485,1399046
330455705090381,560,1957144
330455705090382,224,619622
330455705090383,499,2308353
330455705090384,401,1603046
330455705090385,368,1322925
330455705090386,427,1495388
330455705090387,591,3472839
330455705090388,858,3117911
330455705090389,476,848760
330455705090390,505,1879812
330455705090391,449,1414757
330455705090392,510,1866546
330455705090393,686,2283178
330455705090394,607,1955530
330455705090395,418,1721594
330455705090396,453,1859444
330455705090397,815,2494217
330455705090398,866,3176932
330455705090399,692,1854217
330455705090400,550,2144201
330455705090401,659,3134951
330455705090402,566,2669673
330455705090403,792,2872673
330455705090404,828,3229744
330455705090405,530,2686196
330455705090406,358,1148255
330455705090407,345,1304221
330455705090408,518,1879230
330455705090409,495,1425841
330455705090410,602,1585939
330455705090411,568,1121518
330455705090412,555,1762983
330455705090413,344,925362
330455705090414,701,1994629
330455705090415,692,2308818
330455705090416,386,1429904
330455705090417,484,1628028
330455705090418,802,2823256
330455705090419,781,2879425
330455705090420,551,1542361
330455705090421,542,810568
330455705090422,684,920796
330455705090423,453,1335259
330455705090424,1244,625426
330455705090425,271,817479
330455705090426,276,609545
330455705090427,651,2073286
330455705090428,565,1813095
330455705090429,575,1858741
330455705090430,946,3322010
330455705090431,437,1544714
330455705090432,214,654917
330455705090433,553,2384042
330455705090434,541,2124136
330455705090435,351,1005676
330455705090436,428,919131
330455705090437,525,1997872
330455705090438,346,1534485
330455705090439,678,2767272
330455705090441,469,1903886
330455705090442,151,71730
330455705090443,407,1475760
330455705090444,708,301601
330455705090445,333,2263906
330455705090446,1422,634403
330455705090447,673,258595
330455705090448,335,1125671
330455705090449,483,1414518
330455705090450,485,1773315
330455705090451,329,1414440
330455705090452,540,1365412
330455705090453,555,1169768
330455705090454,1059,383317
330455705090455,1107,495076
330455705090456,659,2594664
330455705090457,521,1224007
330455705090458,596,2378586
330455705090459,865,2687186
330455705090460,572,1993543
330455705090461,704,2706910
330455705090462,492,1845521
330455705090463,420,1370233
330455705090464,585,231977
330455705090465,235,530668
330455705090466,532,1957877
330455705090467,364,1423670
330455705090468,336,905228
330455705090469,329,1037061
330455705090470,387,880532
330455705090471,350,1427302
330455705090472,134,377510
330455705090473,118,643400
330455705090474,272,1471446
330455705090475,328,1109207
330455705090476,312,1236581
330455705090477,230,747915
330455705090478,220,765080
330455705090479,252,957324
330455705090480,551,2376969
330455705090481,572,2290919
330455705090482,644,2468349
330455705090483,537,2381445
330455705090484,539,2063346
330455705090485,362,1102339
330455705090486,395,961658
330455705090487,63,32631
330455705090488,758,363929
330455705090489,172,156338
330455705090498,39,131830
330455705100001,314,1397903
330455705100002,453,1457248
330455705100003,1288,601413
330455705100004,441,2657654
330455705100005,351,2097055
330455705100006,377,1479826
330455705100007,135,233596
330455705100008,490,1626623
330455705100009,264,1076355
330455705100010,680,2393760
330455705100011,361,1294316
330455705100012,558,3257075
330455705100013,326,1212420
330455705100014,184,707460
330455705100015,467,1585105
330455705100016,269,933364
330455705100017,446,2308655
330455705100018,432,156767
330455705100019,301,747609
330455705100020,248,908628
330455705100021,167,534009
330455705100022,633,2684175
330455705100023,350,1314220
330455705100024,149,458951
330455705100025,422,1498228
330455705100026,400,1684350
330455705100027,253,758940
330455705100028,488,1947200
330455705100029,275,1065400
330455705100030,340,1167643
330455705100031,360,1205623
330455705100032,347,1262461
330455705100033,206,518380
330455705100034,327,1098322
330455705100035,279,574780
330455705100036,180,536210
330455705100037,337,610610
330455705100038,412,1011606
330455705100039,153,393350
330455705100040,298,514690
330455705100041,349,1109357
330455705100042,280,1476721
330455705100043,481,1012779
330455705100044,247,244441
330455705100045,235,662928
330455705100046,236,588204
330455705100047,421,1432533
330455705100048,346,980421
330455705100049,336,959023
330455705100050,357,993186
330455705100051,230,635135
330455705100052,271,1195241
330455705100053,345,939315
330455705100054,353,1233425
330455705100055,233,684703
330455705100056,390,841540
330455705100057,465,1166638
330455705100058,338,1190660
330455705100059,264,661938
330455705100060,314,731714
330455705100061,394,1103853
330455705100062,448,1115240
330455705100063,186,377779
330455705100064,351,1136217
330455705100065,546,1387633
330455705100066,224,423271
330455705100067,360,740958
330455705100068,227,558911
330455705100069,220,446936
330455705100070,289,865130
330455705100071,324,1165405
330455705100072,310,1213930
330455705100073,305,695696
330455705100074,406,1055790
330455705100075,308,1231569
330455705100076,472,1453022
330455705100077,208,357480
330455705100078,335,875711
330455705100079,366,890418
330455705100080,374,1049160
330455705100081,361,428481
330455705100082,372,614388
330455705100083,242,416417
330455705100084,388,905835
330455705100085,591,1385672
330455705100086,435,1279514
330455705100087,358,1393837
330455705100088,188,504270
330455705100089,455,1308268
330455705100090,490,1427596
330455705100091,279,769714
330455705100092,298,836890
330455705100093,434,1220944
330455705100094,266,420880
330455705100095,267,677491
330455705100096,365,1024764
330455705100097,396,1955857
330455705100098,539,1507069
330455705100099,354,1791877
330455705100100,566,2643632
330455705100101,293,1345789
330455705100102,303,1402512
330455705100103,470,1812050
330455705100104,349,1158493
330455705100105,258,923821
330455705100106,581,1771544
330455705100107,252,811464
330455705100108,483,1157213
330455705100109,271,890001
330455705100110,310,1144982
330455705100111,216,435045
330455705100112,177,566967
330455705100113,473,1815133
330455705100114,493,1502518
330455705100115,270,567310
330455705100116,237,674256
330455705100117,280,651022
330455705100118,277,605779
330455705100119,278,650861
330455705100120,524,2024949
330455705100121,367,1414825
330455705100122,196,1081980
330455705100123,445,1715662
330455705100124,146,784431
330455705100125,434,2008708
330455705100126,666,2990728
330455705100127,441,1918215
330455705100128,345,1427423
330455705100129,300,1203015
330455705100130,308,1013630
330455705100131,586,1705726
330455705100132,303,1375568
330455705100133,270,851163
330455705100134,418,1312529
330455705100135,383,1426552
330455705100136,547,1808716
330455705100137,475,2009542
330455705100138,288,924208
330455705100139,329,1023641
330455705100140,268,594564
330455705100141,340,1171561
330455705100142,465,1935272
330455705100143,396,1633087
330455705100144,461,1386190
330455705100145,774,364014
330455705100146,405,1320634
330455705100147,397,1114674
330455705100148,641,1267769
330455705100149,469,917689
330455705100150,338,795286
330455705100151,367,1198285
330455705100152,609,1937776
330455705100153,280,1094253
330455705100154,102,448425
330455705100155,528,2218795
330455705100156,352,1110314
330455705100157,461,1232345
330455705100158,334,894451
330455705100159,562,1771037
330455705100160,224,567023
330455705100161,64,249787
330455705100162,266,740749
330455705100163,277,765155
330455705100164,443,1506517
330455705100165,237,492791
330455705100166,352,598179
330455705100167,331,648256
330455705100168,327,1187840
330455705100169,269,576615
330455705100170,266,625772
330455705100171,215,416729
330455705100172,220,614875
330455705100173,432,1108620
330455705100174,340,867473
330455705100175,380,1113289
330455705100176,303,868156
330455705100177,319,900311
330455705100178,324,813714
330455705100179,150,354650
330455705100180,238,508550
330455705100181,328,878854
330455705100182,469,1820918
330455705100183,559,1733994
330455705100184,227,827651
330455705100185,176,862681
330455705100186,385,1538877
330455705100187,485,1688130
330455705100188,457,2165266
330455705100189,275,1364071
330455705100190,625,1861904
330455705100191,199,574140
330455705100192,560,1351040
330455705100193,326,1456310
330455705100194,382,1723147
330455705100195,672,2028840
330455705100196,250,695565
330455705100197,590,2960996
330455705100198,165,657337
330455705100199,236,1343548
330455705100200,235,1515511
330455705100201,256,1139042
330455705100202,318,791362
330455705100203,209,1117089
330455705100204,93,422850
330455705100205,273,1048434
330455705100206,460,1686005
330455705100207,376,1080592
330455705100208,190,545495
330455705100209,458,1484913
330455705100210,298,1162359
330455705100211,199,699150
330455705100212,488,1547717
330455705100213,416,1426207
330455705100214,426,1543210
330455705100215,495,1432981
330455705100216,301,1232045
330455705100217,325,1073030
330455705100218,337,976516
330455705100219,327,835257
330455705100220,554,1993909
330455705100221,278,1121179
330455705100222,331,1142380
330455705100223,242,492370
330455705100224,213,493886
330455705100225,482,1693795
330455705100226,327,422946
330455705100227,286,540588
330455705100228,313,942245
330455705100229,397,1496387
330455705100230,272,641553
330455705100231,286,995020
330455705100232,269,985571
330455705100233,377,1328755
330455705100234,255,812352
330455705100235,382,1326192
330455705100236,541,2225314
330455705100237,536,2135957
330455705100238,370,1784810
330455705100239,400,1371811
330455705100240,437,1656264
330455705100241,372,1663663
330455705100242,353,1257312
330455705100243,339,1173190
330455705100244,1164,776287
330455705100245,412,1465942
330455705100246,342,1447522
330455705100247,315,1030881
330455705100248,380,1158388
330455705100249,490,1430998
330455705100250,229,680873
330455705100251,350,671765
330455705100252,418,1410398
330455705100253,329,1148993
330455705100254,338,900808
330455705100255,293,1169731
330455705100256,381,1042575
330455705100257,456,1482993
330455705100258,413,1398513
330455705100259,278,973150
330455705100260,347,1217481
330455705100261,248,811919
330455705100262,464,2063100
330455705100263,398,1294799
330455705100264,484,2084793
330455705100265,420,1470837
330455705100266,399,1070654
330455705100267,354,1136771
330455705100268,352,1391158
330455705100269,254,450378
330455705100270,298,991069
330455705100271,489,1597408
330455705100272,490,1310614
330455705100273,468,1373114
330455705100274,312,1526830
330455705100275,379,1420971
330455705100276,290,970802
330455705100277,329,1267534
330455705100278,492,1089200
330455705100279,309,1047108
330455705100280,404,1997970
330455705100281,585,2178463
330455705100282,448,1696120
330455705100283,438,2126615
330455705100284,312,948529
330455705100285,278,1051371
330455705100286,392,1343361
330455705100287,260,789136
330455705100288,157,392341
330455705100289,290,954326
330455705100290,111,269837
330455705100291,393,1630790
330455705100292,565,2259315
330455705100293,329,1271740
330455705100294,603,1999280
330455705100295,227,957761
330455705100296,328,1081566
330455705100297,328,833027
330455705100298,223,534398
330455705100299,383,1314137
330455705100300,476,1219450
330455705100301,363,1097630
330455705100302,261,959831
330455705100303,287,662067
330455705100304,191,454059
330455705100305,357,843457
330455705100306,434,1579650
330455705100307,1275,588026
330455705100308,1590,787060
330455705100309,1652,740086
330455705100310,674,823324
330455705100311,557,1542160
330455705100312,218,347026
330455705100313,184,361136
330455705100314,644,1307625
330455705100315,368,1369583
330455705100316,299,916270
330455705100317,295,588074
330455705100318,263,676199
330455705100319,296,587646
330455705100320,209,408901
330455705100321,413,1477857
330455705100322,390,1154364
330455705100323,336,1220578
330455705100324,311,990348
330455705100325,334,1293725
330455705100326,322,1196582
330455705100327,366,1554600
330455705100328,407,1212256
330455705100329,400,1423678
330455705100330,386,1204356
330455705100331,306,956151
330455705100332,188,1231491
330455705100333,478,1961864
330455705100334,311,1215590
330455705100335,241,888232
330455705100336,309,906059
330455705100337,275,1400993
330455705100338,272,590284
330455705100339,427,1396888
330455705100340,482,1669465
330455705100341,300,785181
330455705100342,245,673111
330455705100343,332,725408
330455705100344,221,962568
330455705100345,238,1162867
330455705100346,464,1720631
330455705100347,294,1242086
330455705100348,473,1739315
330455705100349,329,1317783
330455705100350,406,1355751
330455705100351,466,1273238
330455705100352,437,1343486
330455705100353,259,932924
330455705100354,265,1063730
330455705100355,410,1651950
330455705100356,557,1743151
330455705100357,371,1562131
330455705100358,335,1174060
330455705100359,365,866489
330455705100360,232,535630
330455705100361,485,2461338
330455705100362,258,1533520
330455705100363,330,1365628
330455705100364,354,1488780
330455705100365,395,1656718
330455705100366,211,653242
330455705100367,334,1517130
330455705100368,434,2122772
330455705100369,117,177491
330455705100370,296,1182708
330455705100371,334,1369315
330455705100372,217,779858
330455705100373,499,2476690
330455705100374,352,1376731
330455705100375,264,1066662
330455705100376,383,1530755
330455705100377,334,1034410
330455705100378,445,1608642
330455705100379,487,1503944
330455705100380,447,1391620
330455705100381,494,1150722
330455705100382,189,466388
330455705100383,359,808830
330455705100384,335,924271
330455705100385,436,888741
330455705100386,343,932499
330455705100387,1084,406528
330455705100388,343,1143029
330455705100389,490,2601212
330455705100390,469,1631716
330455705100391,547,1981022
330455705100392,286,1435480
330455705100393,488,2502204
330455705100394,252,779565
330455705100395,315,1100189
330455705100396,344,1478339
330455705100397,269,863203
330455705100398,592,2158079
330455705100399,359,1283150
330455705100400,442,1411610
330455705100401,445,1192583
330455705100402,309,910684
330455705100403,409,1035341
330455705100404,420,551756
330455705100405,152,527380
330455705100406,446,1667114
330455705100407,506,1769171
330455705100408,1514,807262
330455705100409,289,1628852
330455705100410,352,1419900
330455705100411,301,871761
330455705100412,253,731413
330455705100413,796,506836
330455705100414,346,436856
330455705100415,2019,1044956
330455705100416,424,1764923
330455705100417,391,1044476
330455705100418,1560,546534
330455705100419,996,1211840
330455705100420,259,566364
330455705100421,674,416840
330455705110001,204,2021021
330455705110002,69,465262
330455705110003,298,1526147
330455705110004,277,1334337
330455705110005,365,1676841
330455705110006,570,2703309
330455705110007,343,1923165
330455705110008,574,2768890
330455705110009,446,1550076
330455705110010,611,3099734
330455705110011,285,1241727
330455705110012,518,2266731
330455705110013,352,1281156
330455705110014,581,3291511
330455705110015,383,1756593
330455705110016,262,993957
330455705110017,396,1676770
330455705110018,102,426588
330455705110019,196,765898
330455705110020,369,1515658
330455705110021,292,1078926
330455705110022,389,1418541
330455705110023,454,1733084
330455705110024,462,1724819
330455705110025,258,916355
330455705110026,393,162269
330455705110027,2305,701012
330455705110028,421,185097
330455705110029,363,2067737
330455705110030,509,2414863
330455705110031,647,2116310
330455705110032,714,3429000
330455705110033,861,5170940
330455705110034,464,3452521
330455705110035,188,1286040
330455705110036,487,2087199
330455705110037,340,1746330
330455705110038,363,1845768
330455705110039,521,2799182
330455705110040,317,2689833
330455705110041,368,1546786
330455705110042,525,2736686
330455705110043,376,1665383
330455705110044,373,1532634
330455705110045,462,1548558
330455705110046,344,1242868
330455705110047,422,1584470
330455705110048,348,1394140
330455705110049,441,1645901
330455705110050,482,2073545
330455705110051,569,1963404
330455705110052,357,1494615
330455705110053,388,2741021
330455705110054,448,3189696
330455705110055,523,2453346
330455705110056,617,3178238
330455705110057,434,1826627
330455705110058,511,2131754
330455705110059,488,1900845
330455705110060,367,1500201
330455705110061,461,1846254
330455705110062,291,1159763
330455705110063,252,1188129
330455705110064,461,2534728
330455705110065,409,1919797
330455705110066,351,3270360
330455705110067,344,2128951
330455705110068,422,2121733
330455705110069,426,2419961
330455705110070,481,1917564
330455705110071,201,374253
330455705110072,202,1099435
330455705110073,446,2295575
330455705110074,589,2820286
330455705110075,409,2119029
330455705110076,346,1026263
330455705110077,389,2246391
330455705110078,389,2237320
330455705110079,648,3641557
330455705110080,370,1447555
330455705110081,305,1506985
330455705110082,263,1065721
330455705110083,367,1709240
330455705110084,411,6074560
330455705110085,251,1637760
330455705110086,393,1814440
330455705110087,463,2152921
330455705110088,400,1457971
330455705110089,336,1274799
330455705110090,566,2709830
330455705110091,572,2732064
330455705110092,380,1939177
330455705110093,669,3571700
330455705110094,622,3465130
330455705110095,451,2633217
330455705110096,698,3866990
330455705110097,320,1995522
330455705110098,774,4103098
330455705110099,737,3900641
330455705110100,774,5534244
330455705110101,785,4480693
330455705110102,657,4288418
330455705110103,623,3323617
330455705110104,609,3593050
330455705110105,156,871074
330455705110106,359,1773017
330455705110107,442,2430292
330455705110108,457,2314789
330455705110109,784,5137851
330455705110110,588,3705003
330455705110111,544,2068474
330455705110112,1051,5041783
330455705110114,462,3159264
330455705110115,274,917420
330455705110116,525,2142925
330455705110117,675,3406020
330455705110118,332,1440472
330455705110119,562,2360608
330455705110120,404,2112736
330455705110121,405,2321594
330455705110122,454,2483551
330455705110123,359,1256867
330455705110124,418,1164474
330455705110125,579,2966392
330455705110126,279,2311042
330455705110127,291,2553080
330455705110128,453,2010552
330455705110129,228,869207
330455705110130,377,1558745
330455705110131,215,1475550
330455705110132,291,2233228
330455705110133,366,1408662
330455705110134,154,420071
330455705110135,465,2162458
330455705110136,359,1336095
330455705110137,179,1032791
330455705110138,613,4082589
330455705110139,479,2181966
330455705110140,358,2094220
330455705110141,387,1994184
330455705110142,789,2288254
330455705110143,61,217310
330455705110144,74,314186
330455705110145,608,383042
330455705110146,632,3276661
330455705110147,546,300665
330455705110148,641,382705
330455705110149,485,2155780
330455705110150,389,2950789
330455705110151,416,2750073
330455705110152,527,2877460
330455705110153,339,1399275
330455705110154,574,2733819
330455705110155,502,3501537
330455705110156,647,3234670
330455705110157,595,2885665
330455705110158,441,2190650
330455705110159,284,2042342
330455705110160,793,5209457
330455705110161,448,2125170
330455705110162,516,2395108
330455705110163,388,1845200
330455705110164,587,2730431
330455705110165,637,3125585
330455705110166,559,2444329
330455705110167,421,1664571
330455705110168,483,1933239
330455705110169,440,5337170
330455705110170,415,2253130
330455705110171,238,1043265
330455705110172,370,1766410
330455705110173,429,1398455
330455705110174,488,2203707
330455705110175,464,2192499
330455705110176,419,1969872
330455705110177,437,2049371
330455705110178,343,1715619
330455705110179,537,3008721
330455705110180,542,2575630
330455705110181,351,1257148
330455705110182,548,1587073
330455705110183,424,1398994
330455705110184,497,2798170
330455705110185,643,3172745
330455705110186,637,2857584
330455705110187,513,2703651
330455705110188,344,1217079
330455705110189,344,1497013
330455705110190,357,1766650
330455705110191,495,1942937
330455705110192,777,2654276
330455705110193,245,991431
330455705110194,693,2788098
330455705110195,518,2597878
330455705110196,374,2029875
330455705110197,446,2367774
330455705110198,110,615221
330455705110199,360,1493032
330455705110200,378,1840403
330455705110201,458,2184066
330455705110202,471,1853300
330455705110203,543,2119780
330455705110204,354,1429703
330455705110205,598,2522615
330455705110206,476,3131218
330455705110207,368,2445771
330455705110208,446,2725019
330455705110209,350,1151596
330455705110210,537,2712290
330455705110211,367,1848718
330455705110212,328,1721950
330455705110213,596,3309188
330455705110214,438,1788158
330455705110215,733,3476150
330455705110216,525,3879581
330455705110217,134,1495262
330455705110218,225,642078
330455705110219,587,2522240
330455705110220,343,2388664
330455705110221,693,4310699
